model,MAE,R2 adjusted,WAPE_%,overfitting_%_MAE,overfitting_%_R2 adjusted,overfitting_%_WAPE_%
CatBoost_test_2019_log,20773203.43950287,0.5983952007415363,53.138285563889355,22.603333499502558,23.392106017668908,24.5441930872456
LGBM_test_2019_log_votes&ratings,15040180.89356783,0.7528533853540078,38.47309489759111,35.545647107029374,13.366608956050774,37.1619550753227
