movie_id,votes_kp,votes_imdb,votes_filmCritics,votes_await,rating_kp,rating_imdb,rating_filmCritics,movieLength,ageRating,ratingMpaa,type,fees_usa,videos_trailers_number,budget_in_usd,actor_metric_2019,writer_metric_2019,director_metric_2019,fees_usa_log,movie_age,genres_biografija,genres_boevik,genres_voennyj,genres_detektiv,genres_dokumentalnyj,genres_drama,genres_istorija,genres_komedija,genres_kriminal,genres_melodrama,genres_muzyka,genres_multfilm,genres_mjuzikl,genres_prikljuchenija,genres_semejnyj,genres_sport,genres_triller,genres_uzhasy,genres_fantastika,genres_fentezi,countries_Avstralija,countries_Belgija,countries_Velikobritanija,countries_Germanija,countries_Gonkong,countries_Indija,countries_Ispanija,countries_Italija,countries_Kanada,countries_Kitaj,countries_Koreja_Juzhnaja,countries_SShA,countries_Frantsija,countries_Japonija,Spetseffekty_4Ward_Productions,Spetseffekty_Asylum_VFX,Spetseffekty_Cinesite,Spetseffekty_Custom_Film_Effects,Spetseffekty_Digiscope,Spetseffekty_Digital_Domain,Spetseffekty_Double_Negative,Spetseffekty_Gentle_Giant_Studios_Inc,Spetseffekty_Industrial_Light__Magic_ILM,Spetseffekty_KNB_EFX_Group_Inc,Spetseffekty_Lidar_Services_Inc,Spetseffekty_Lola_Visual_Effects,Spetseffekty_Method_Studios,Spetseffekty_Moving_Picture_Company_The,Spetseffekty_Mr_X_Inc,Spetseffekty_Pacific_Title,Spetseffekty_Pacific_Title__Art_Studio,Spetseffekty_Plowman_Craven__Associates,Spetseffekty_Proof,Spetseffekty_Rhythm__Hues,Spetseffekty_Rodeo_FX,Spetseffekty_Sony_Pictures_Imageworks,Spetseffekty_Third_Floor_The,Proizvodstvo_20th_Century_Fox_Film_Corporation,Proizvodstvo_AMT,Proizvodstvo_Canalfr,Proizvodstvo_Centre_National_de_la_Cinmatographie_CNC,Proizvodstvo_Cin,Proizvodstvo_Columbia_Pictures_Corporation,Proizvodstvo_MetroGoldwynMayer_MGM,Proizvodstvo_Millennium_Films,Proizvodstvo_NBC_Universal_Television,Proizvodstvo_New_Line_Cinema,Proizvodstvo_Paramount_Pictures,Proizvodstvo_Relativity_Media,Proizvodstvo_Silver_Pictures,Proizvodstvo_Studio_Canal,Proizvodstvo_Universal_Pictures,Proizvodstvo_Village_Roadshow_Pictures,Proizvodstvo_Warner_Bros_Pictures
535341,1678838.0,895482.0,130.0,15.0,8.813,8.5,6.8,112.0,18.0,r,movie,10198820,2.0,13205000.0,723221.6803434264,,,16.137782683338372,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143242,1524128.0,372380.0,277.0,13642.0,8.562,7.8,6.5,113.0,18.0,r,movie,36471795,4.0,22000000.0,54316529.527000345,4855018.642111761,8612017.558112923,17.4120498075279,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462682,1125382.0,1471424.0,289.0,43024.0,7.976,8.2,7.8,180.0,18.0,r,movie,116900694,3.0,100000000.0,45848332.328754,64723.56533486162,11145655.616938684,18.576835371676978,6,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251733,1014540.0,1359191.0,335.0,38689.0,7.972,7.9,7.4,162.0,12.0,pg13,movie,785221649,3.0,237000000.0,7190519.093615404,2272067.9548584903,2347136.450462052,20.481476592579433,10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1188529,953836.0,742208.0,474.0,9141.0,8.102,7.9,8.3,130.0,18.0,pg13,movie,165363234,4.0,40000000.0,83076270.64905295,6140030.84580811,6140030.84580811,18.9236550365233,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447301,937915.0,2461331.0,367.0,42545.0,8.663,8.8,8.1,148.0,12.0,pg13,movie,292576195,3.0,160000000.0,29859026.36187281,13133604.01235552,16677283.440737462,19.494235689857472,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
775276,915543.0,518966.0,298.0,18811.0,8.315,8.0,8.1,108.0,6.0,pg,cartoon,341268248,3.0,150000000.0,30779175.60065089,1310473.731561049,2700996.675473425,19.64817937995668,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,886976.0,1158059.0,220.0,,8.373,8.1,7.1,143.0,12.0,pg13,movie,305413918,2.0,140000000.0,4386378.644416028,2259236.586085203,622637.4358115657,19.537178526003625,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,886716.0,813108.0,200.0,,8.264,7.6,7.1,152.0,12.0,pg,movie,317575550,5.0,125000000.0,2466557.0709071425,70524.71499075225,779923.015750971,19.576226303895517,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1108577,884795.0,536517.0,364.0,6866.0,8.431,8.2,7.2,130.0,18.0,pg13,movie,85080171,2.0,23000000.0,19729270.360187605,1550549.42652332,1126597.6968461603,18.25910456992097,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258687,879269.0,1925493.0,375.0,78051.0,8.622,8.7,7.1,169.0,16.0,pg13,movie,188020017,9.0,165000000.0,65837065.44562117,47787673.27930452,32776733.01660954,19.05205899384917,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
463634,826787.0,519358.0,364.0,59979.0,6.921,6.6,4.5,112.0,18.0,pg13,movie,213515506,4.0,100000000.0,68355791.36466585,6747962.474929095,2761890.800171124,19.179220020313856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397667,819569.0,1368017.0,263.0,22948.0,8.515,8.2,6.7,138.0,18.0,r,movie,128012934,2.0,80000000.0,23433847.2707888,727282.7320306009,5865065.277602527,18.66764187146571,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
843649,810296.0,1157562.0,491.0,77949.0,8.069,8.4,7.6,149.0,16.0,pg13,movie,678815482,3.0,321000000.0,196441112.09296572,52008299.77710154,8971034.820432372,20.33585990043369,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843650,764146.0,1216754.0,555.0,96308.0,7.85,8.4,8.2,181.0,16.0,pg13,movie,858373000,5.0,356000000.0,241817534.6186732,78051412.00458948,17769240.27532332,20.570549296083414,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689066,705267.0,1225685.0,338.0,46215.0,7.846,8.0,7.8,121.0,12.0,pg13,movie,333176600,5.0,170000000.0,40417315.80283797,809815.1914350389,440331.4579854565,19.62418324070103,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462606,697296.0,591071.0,202.0,19262.0,7.991,7.4,6.4,105.0,18.0,pg13,movie,79249455,1.0,26000000.0,12609884.057950294,989162.332880856,734380.0679273967,18.188111106344792,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111543,695367.0,2786027.0,345.0,1.0,8.523,9.0,8.6,152.0,16.0,pg13,movie,533345358,2.0,185000000.0,34116117.61861776,15349256.96580824,8330793.000418478,20.094679725394833,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409600,695233.0,769223.0,388.0,69980.0,7.517,7.5,7.3,115.0,16.0,pg13,movie,232641920,4.0,165000000.0,52755697.48692783,18337010.88122277,1756114.0536391602,19.265011009668733,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839954,692846.0,191711.0,171.0,16065.0,7.192,6.9,5.9,131.0,18.0,r,movie,1872994,5.0,30000000.0,29960998.396210864,4574236.8991011325,795479.922006616,14.443049311908513,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89514,690281.0,771461.0,253.0,,8.045,8.1,8.5,111.0,0.0,g,cartoon,206445654,4.0,150000000.0,3565326.5794383143,1547633.0570061656,1653344.131426846,19.145547763816722,12,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,684696.0,1027012.0,203.0,,8.527,8.1,7.9,141.0,16.0,pg13,movie,164615351,1.0,52000000.0,10533796.316290475,290231.8978645216,4787521.588351939,18.919122110387775,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263531,676214.0,1420065.0,367.0,54435.0,7.893,8.0,8.1,137.0,12.0,pg13,movie,623357910,3.0,220000000.0,58251663.68895356,5218487.628367525,578537.1915519797,20.25063140777924,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
430,675863.0,702621.0,211.0,,8.13,7.9,7.8,90.0,12.0,pg,cartoon,267665011,3.0,60000000.0,3244757.450549757,707251.1250486369,,19.405246801405635,18,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586397,664157.0,1606918.0,298.0,37999.0,8.233,8.4,8.0,165.0,18.0,r,movie,162805434,1.0,100000000.0,46387301.64770245,11327696.14781576,11559981.848767469,18.90806639549635,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835086,650561.0,438056.0,361.0,13500.0,8.237,8.1,7.8,152.0,16.0,pg13,movie,117624357,5.0,97600000.0,82713948.04677969,7614300.075110355,9518704.760948537,18.583006697831543,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679486,643144.0,539244.0,357.0,2830.0,8.722,8.4,8.3,105.0,12.0,pg,cartoon,209726015,5.0,175000000.0,6589308.799290339,1238428.039591559,4414021.07076228,19.161312551124045,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462360,640271.0,1072644.0,349.0,84882.0,7.56,8.0,7.1,108.0,18.0,r,movie,363070709,4.0,58000000.0,15036110.05754113,3418710.044672749,,19.710108166647785,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420923,632873.0,649822.0,249.0,29387.0,8.063,7.6,6.2,128.0,12.0,pg13,movie,209028679,1.0,90000000.0,15505941.584805071,2173050.174574655,2463656.543095751,19.157982025394997,10,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
474,628723.0,1541699.0,254.0,1.0,8.583,8.5,7.4,155.0,16.0,r,movie,187705427,2.0,103000000.0,1566856.2378550002,136608.97468549391,496957.030413296,19.05038441962555,19,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279102,627153.0,1148109.0,262.0,,8.361,8.4,8.6,98.0,0.0,g,cartoon,223808164,6.0,180000000.0,3312978.6637943024,2556180.7917758147,1019652.613739969,19.226299836643975,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,622091.0,1922315.0,234.0,,8.605,8.8,8.2,178.0,12.0,pg13,movie,316115420,3.0,93000000.0,2578651.708535778,256069.55979764045,168046.7700787663,19.571617961190444,18,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
841700,615427.0,882375.0,386.0,59667.0,7.76,8.0,7.9,144.0,16.0,pg13,movie,228433663,2.0,108000000.0,68563272.09296173,4193635.049775688,9627106.975641152,19.246756415428116,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,613476.0,658243.0,259.0,,8.221,7.9,7.9,142.0,12.0,pg,movie,249541069,4.0,130000000.0,11987036.964008056,2939529.4879274936,230921.20241907644,19.335134068827674,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61237,612118.0,1086232.0,282.0,,7.961,7.9,7.7,121.0,12.0,pg13,movie,318604126,3.0,140000000.0,9143713.3776287,297312.8228162127,579857.4598475327,19.579459908903093,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63991,608394.0,739141.0,229.0,,8.137,7.3,6.0,151.0,12.0,pg13,movie,423315812,1.0,225000000.0,20527922.7659614,7463875.253476489,2637049.4786387067,19.86362906127818,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522892,604437.0,680750.0,173.0,37930.0,7.716,7.2,5.8,115.0,16.0,pg13,movie,117723989,3.0,75000000.0,69715855.18039759,1658437.9651857202,2493576.7956677163,18.583853374740887,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,590422.0,659230.0,237.0,,8.123,7.4,7.2,161.0,12.0,pg,movie,261988482,2.0,100000000.0,8201644.312185886,1602751.3867972388,1801407.463621962,19.383811102743923,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280172,586787.0,764709.0,214.0,7398.0,8.23,8.1,7.9,98.0,6.0,pg,cartoon,217581231,4.0,165000000.0,13220167.870232709,1005997.5723774956,288902.80472854176,19.198082819226318,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195334,583191.0,1369738.0,204.0,6.0,8.518,8.5,7.1,125.0,16.0,pg13,movie,53089891,3.0,40000000.0,15244953.082059585,5554787.572106054,5157767.198840487,17.787497110276377,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
538225,579820.0,465438.0,448.0,27203.0,7.453,7.4,6.8,140.0,12.0,pg13,movie,137690172,4.0,175000000.0,34213638.46705221,5193040.4035591725,15246655.798943292,18.740516595865405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1048334,578219.0,1406580.0,598.0,41174.0,7.98,8.4,7.3,122.0,18.0,r,movie,335451311,6.0,55000000.0,34045661.11579352,16994598.20607398,7722086.501547323,19.630987383129632,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9691,575745.0,1498562.0,333.0,13069.0,7.985,8.3,7.8,153.0,16.0,r,movie,120540719,2.0,70000000.0,17989596.178274866,6695717.16921596,6928002.870167669,18.607498179122288,10,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
692861,575538.0,1012391.0,370.0,32366.0,7.959,8.1,8.0,149.0,16.0,r,movie,167767189,3.0,61000000.0,15821795.167309623,,11803613.008854616,18.938087802485494,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047883,574185.0,802200.0,580.0,57667.0,7.663,7.6,7.9,161.0,18.0,r,movie,142502728,7.0,90000000.0,101727963.04658198,21305131.12746319,21537416.828414906,18.774871708366796,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88173,573023.0,284878.0,331.0,34953.0,7.236,7.3,6.1,121.0,16.0,pg13,movie,85838210,5.0,170000000.0,45439098.02449456,12295047.113832727,2967556.74127908,18.26797481496982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104992,571161.0,437012.0,195.0,,7.688,6.9,6.6,109.0,16.0,pg13,movie,124740460,1.0,35000000.0,3431268.452217596,29910.398071115247,,18.64174582474245,13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406408,570644.0,307642.0,162.0,3866.0,7.999,7.4,4.4,108.0,18.0,r,movie,73357727,1.0,50000000.0,9948949.557435654,1018369.8976006934,902093.8576633822,18.110858414876724,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
645118,568581.0,740639.0,382.0,19066.0,8.074,8.1,8.9,95.0,6.0,pg,cartoon,356461711,0.0,175000000.0,9999229.35600738,5022641.134382661,2086761.5971801572,19.691737392331365,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407636,559839.0,904283.0,333.0,84001.0,8.15,8.1,8.3,130.0,12.0,pg13,movie,381011219,5.0,125000000.0,52822395.50035686,12264947.439318486,4732354.894405477,19.758339381476265,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3498,558511.0,1893850.0,275.0,,8.657,9.0,8.7,201.0,12.0,pg13,movie,378251207,4.0,94000000.0,25467096.848791536,12742046.171636015,5711970.70491226,19.751069104282628,16,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102124,556584.0,669076.0,227.0,,8.06,7.1,5.4,169.0,12.0,pg13,movie,309420425,3.0,300000000.0,29075645.41538925,11080667.482928654,4107557.259493864,19.55021151202369,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
